h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,5,32.11585199960098,2077108.777561107,22855921019434.27,5.0827744464628137e-17,3.9435754354273764e-12
100,0,6,0.4999999859148261,3620213.908117755,66167022290611.59,1.7557309863169758e-17,1.8628083794003194e+31
100,0,6,1.4999999971072384,3620213.908117755,52930931829583.586,2.194775102051453e-17,1.0062916398354958e+30
100,0,6,31.54166666693459,3620213.908117755,13668648600297.752,8.499120484041282e-17,4.004683434928428e-11
100,0,6,34.00000010254007,3620213.908117755,22454137341334.58,5.173723200405439e-17,1.078711691678151e-14
100,0,6,35.222222230386706,3620213.908117755,25106152281392.04,4.627212087535046e-17,2.0742000074639145e-16
100,0,6,1.9999999868670102,3620213.908117755,44180767687801.36,2.6294584134179413e-17,2.5061784045918256e+29
100,0,6,41.32667824135979,3620213.908117755,22883217451773.03,5.0767114175612416e-17,1.0674272072729482e-24
100,0,6,67.49999999714964,3620213.908117755,12092928816021.188,9.606563726236795e-17,3.936067650825264e-60
100,0,6,69.8024691359548,3620213.908117755,17962945632372.434,6.467285137165424e-17,1.913295485589084e-63
100,0,6,59.666666659564726,3620213.908117755,17756640672495.316,6.542425082008903e-17,1.3057138834777369e-49
100,0,6,54.11111110353795,3620213.908117755,18425082332180.56,6.305073117912317e-17,4.7826436601610924e-42
100,0,6,39.8750000093778,3620213.908117755,20860549476561.824,5.568956438011328e-17,1.1198634363063844e-22
100,0,6,43.333333333532664,3620213.908117755,19790899047096.574,5.869945121315535e-17,2.2571326043307806e-27
100,0,6,53.697820214123624,3620213.908117755,18923109532567.555,6.13913327024907e-17,1.705961692793123e-41
100,0,6,10.833333332685015,3620213.908117755,27885264170701.855,4.166053102341072e-17,3.522729818766202e+17
100,0,6,58.00000000330965,3620213.908117755,20047717593041.848,5.794748991689385e-17,2.1732238765963873e-47
100,0,6,45.33333338608827,3620213.908117755,20353522774521.793,5.70768473816112e-17,4.098549935982262e-30
100,0,6,32.79166668471521,3620213.908117755,22020799269789.914,5.275534728992656e-17,4.897677959817098e-13
100,0,6,25.377507687541538,3620213.908117755,20651161490972.473,5.625421667383525e-17,0.006816823350052344
